,text,favorite_count,retweet_count,country,sentiment
133,"Richard Gere openly advocating for migrants to get water taxi rides to Europe, another Hollywood elitist using his fame to further leftist ideals. https://t.co/9UiyzzwdgT",355,449,United Kingdom,0.5719
134,"In 2015 Angela Merkel made the courageous decision to accept over 1 million refugees fleeing war-torn Syria into Germany, arguing that if she didn't it would ""not be my country"".Yet today she is being portrayed as a Nazi by @LeaveEUOfficial. This is not my country. #NotInMyName",354,89,United Kingdom,0.4588
135,Sobering Ipsos-MORI findings:-70% (globally) say economy rigged for rich-66% politicians 'don't care about ppl like me'-62% 'experts don't understand our lives'-60% employers shd favour natives over migrants-43% migrants take services from nationalshttps://t.co/CI1zcMVPFd,353,232,United Kingdom,0.4717
136,"@Sozzinski @BBCNews I was born in a house with no gas, no electricity and no running water. We were then billeted in one room in a 3 bed bungalow in Shoreham. 3 years later we got a Prefab and thought it Fab. The ingratitude of uninvited migrants is astounding.",351,79,United Kingdom,0.0516
137,"Welcome to the UK, where the only refugee the British government wants to support is a cartoon bear https://t.co/21lA42AxvH",350,114,United Kingdom,0.6908
138,I don't think people realize how much the UK government sets out to deliberately knock migrants out of legal status through constantly-increasing application fees (which don't correspond to budget requirements at all! they're just pure profits intended to be onerous!),350,112,United Kingdom,0.6103
139,"#RefugeesWelcome On #bbcaq, @CarolineLucas says:The people are far more sympathetic than our government to refugees.We need to give people safe, legal routes to come to Britain. And process their applications quickly.",348,91,United Kingdom,0.7902
140,"Loads of great food in Marseille, but if you only make it to one spot make it Ashourya - a brilliant restaurant founded by Syrian refugees who fled Raqqa a few years ago.The food is delicious and the owners are really nice, so go!",347,16,United Kingdom,0.9597
141,"Brexit Has Left EU Citizens Dealing With The Same Mental Health Symptoms As Refugees, Psychotherapist Claims | HuffPost UKPeople are living in fear. Is that what we wanted, or is it time to bring back peace and decency?#ThinkAgain #StopBrexit https://t.co/gkqpCp0ne7",343,249,United Kingdom,0.0772
142,"When Priti Patel smiles and says ""ending freedom of movement once and for all"", I hear ""let's limit the rights of East European migrants like you"", not ""let's limit the rights of British people like me"". In reality, both EU migrants and British people lose rights.",342,79,United Kingdom,0.8625
143,"Labour have passed a motion to... Scrap all immigration controls Campaign for free movement Give non-UK citizens the right to vote""Migrant boats = Labour votes"" springs to mind...https://t.co/tsLVdDTMI8",339,194,United Kingdom,0.5106
144,Earlier today I spoke on @BBCNews representing @the3million and explaining why ending freedom of movement without a detailed new system in place is reckless tabloid politics - and could affect many EU migrants already in the UK. Here's a bit of the interview: https://t.co/H7PC2DkV1o,338,144,United Kingdom,0.3612
145,"20,000 retweets for a doctor who apparently doesn't understand that key exceptions to the migrant salary threshold especially include 'public service occupations' like nurses, medical radiographers, and paramedics.https://t.co/MbEJqL8rVV https://t.co/0fy6d8qqx9",338,83,United Kingdom,0.3612
146,EU migrants in Britain claimed more than PS4bn a year in benefits https://t.co/ivMloUZdeA,337,447,United Kingdom,0.3818
147,Is @BorisJohnson right to say that migrants who cross the English Channel to enter Britain illegally should be sent back?Please retweet after voting for greater sample@SocialM85897394#Immigration  #Conservatives#Brexit,336,870,United Kingdom,0.5859
148,"The majority of Scots, that's born here Scots, moved here Scots, emigrated here Scots, Asylum Scots, English Scots, European Scots, refugee Scots, American Scots, everyone who lives here Scots, NOW support Scottish Independence!  #ItsTime #ItsOurTime https://t.co/mXTcnKAlgj",335,123,United Kingdom,0.4574
149,"Southern Migrant Hawker (Aeshna affinis) - male in flight, Oare Marshes, Kent. Are there a more stunning pair of eyes on a dragonfly in the UK? @BDSdragonflies @Britnatureguide @NatureUK @KentWildlife @BBCSpringwatch @WildlifeMag @insectweek @wildlife_uk @ExtremeMacro https://t.co/obI735lzXr",332,39,United Kingdom,0.4391
150,My view on immigration. We need to open our arms to everyone around the world from people that will grow our economy but also refugees that need our help. We need to be a place that people want to gravitate to. A place of hope and peace. This is why I want a Labour government,329,63,United Kingdom,0.9331
151,Rwanda agrees deal to take in hundreds of African migrants https://t.co/NzimaB7qvU,327,84,United Kingdom,0.2023
152,"Weyman Bennett, our co-convenor, speaks at #ExtinctionRebellion protest in Westminster at @ScotlandXr to show solidarity with climate refugees #EverybodyNow @ExtinctionR https://t.co/ab9MbAoyQm",327,150,United Kingdom,0.0516
153,Actor Richard Gere helped bring food and supplies to the migrant rescue ship which has been stranded in the Mediterranean Sea for eight days https://t.co/WlaikCEmR9,325,82,United Kingdom,0.5106
154,I used to Love our Country. We were Unique. What we stood for people were jealous of. People looked how the British did it and followed suit. God didn't ee lead the way. Now look at the shithole we have turned into. Stabbings Everywhere. Ruled by migrants. What a Shame.,322,127,United Kingdom,0.0516
155,Jo Swinson turned her back on studentsShe turned her back on disabled peopleShe turned he back on peaceShe turned her back on forestsShe turned her back on refugeesShe turned her back on democracyShe turned her back on the LGBT communitySwinson turned her back on us all,319,198,United Kingdom,0.5423
156,"[?]Reasons to #MarchForChoiceFor decriminalisation in the NorthFor migrants, who face extra access barriersTo remove the 3-day waitTo end rogue agenciesFor safe access zones &amp; healthcare without intimidationFor #freesafelegallocal care for EVERYONE on our island",311,96,United Kingdom,0.8142
157,"My parents fled their homeland 30+ years ago b/c of religious persecution. They did the unthinkable in order to give their children educational opportunities. Yesterday, I submitted my PhD @ucl on rethinking 'religious identity' in refugee 'integration' - with them by my side  https://t.co/QCPCA2fFzk",309,15,United Kingdom,0.3818
158,"Refugees fleeing Syria to UK: 'I've got a mortgage, a house, a car - we're not trouble' https://t.co/D9Tm7Hi7VT",309,58,United Kingdom,0.3089
159,"Welcome to Shetland! What a first day, Turkestan Shrike, A stunning Bee-eater, OB Pipit, Siberian Stonechat and an incredibly confiding Semi-P Sand as well as good numbers of common migrants and a fantastic pod of 20+ Pilot Whales, Wow!! [?]@RareBirdAlertUK[?] https://t.co/i7iMH21tC2",308,21,United Kingdom,0.9598
160,"Did the shopping at my local market this morning.  Bought coffee beans from the Colombian Lady, honey from the Syrian refugee and chatted to the French baker who had unfortunately run out of croissants. This is the England I love. Open to all the world, including the EU.",308,84,United Kingdom,0.4215
161,"White Irish ppl: Plz stop pushing the ""Good Migrant"" narrative. It throws any migrant who falls outside of what Irish ppl might find good or acceptable under the bus. Unemployed migrants deserve to be here as much as migrant doctors. Angry migrants as much as grateful migrants.",306,66,United Kingdom,0.7096
162,"Number of migrants crossing the Channel reportedly surpassed 1,000 so far this year. How Many Are Economic? Ship Them Back, We Will Make A Rod For Our Own Back Otherwise!https://t.co/TslADVdtCs",303,183,United Kingdom,0.1511
163,"New York Times reports ""Anglo-German alliance""- German shepherd dog Prince has adopted Skippy, a British ""refugee kitten"" who arrived aboard a ship from Liverpool: https://t.co/CJhUdVXHll",302,65,United Kingdom,0.0258
164,September is an excellent birding month with plenty of common &amp; rarer migrant birds turning up in locations outside of where they would normally breed. We are going to share images of these species starting with this cracking dotterel by @DavidTipling: https://t.co/TDoghLfcYr https://t.co/wOh7vlitxk,294,48,United Kingdom,0.7096
165,"Last week on R4, Humphrys told the Polish ambassador to the UK that Poland must be worried about losing all the money that Polish migrants send home.""What we value,"" the ambassador replied, ""is freedom. Freedom to go wherever we want.""Bye bye, John, you will not be missed  https://t.co/7oYksLIPWl",287,69,United Kingdom,0.7571
166,@Channel4News High skilled migrants won't come here anymore. Not to get told to get home by the first ignorant in the street. Brexit has damaged our reputation. Plus Freedom of movement is both ways.You won't destroy our rights,287,18,United Kingdom,0.4678
167,You're all fucked. Welcome to Eggland. Gates open. Refugees welcome. https://t.co/wXuR3hxLHZ,287,47,United Kingdom,0.1531
168,Why Leave the European Union?We stop paying PS15bn a year or so into EU coffers.We halt EU laws having supremacy over UK law.We prevent EU migrants having an automatic right to residence in the UK and to immediate benefits here.1/3,287,180,United Kingdom,0.128
169,"If we copied the Australian immigration system wholesale and scaled it up to our UK population, we'd be admitting, yearly...about 4,600,000 migrants a year.And no, that's *not* including tourist visas. Everyone cool with that?You might want to check what 'migrant' means.",283,126,United Kingdom,0.1027
170,"Well this woman (my mum) since retiring she volunteers at a refugee centre to help new families settle, has taken up floristry &amp; now has a Grade 6 in Maths GCSE that is the same grade my daughter got today too. True empathic twinning. She is a bloody legend and true inspiration. https://t.co/lhYwvQElsk",281,3,United Kingdom,0.872
171,"Uganda is home to around 1.3m refugees - that's the largest number of refugees in any country in Africa, and the third largest in the worldHere's a look at life in Bidibidi, where locals and refugees work side by side#TheDisplaced[Tap to expand] https://t.co/cGkt0WGVsy https://t.co/GQEK6UJMlq",280,129,United Kingdom,0.0772
